Entry number,Fermi name,Counterpart name,Bzcat5 name,Optical Class,RA (J2000.0),Dec (J2000.0),Redshift,SED Class,Log νSync. Z corr. (Hz),Probability Bayesian,Reliability LR RG,Reliability LR XG,Significance,Flux 1-100 GeV (ph/cm2/s),Spectral Index,Spectral Type,Power Law Index,Radio flux (mJy),X Flux (erg cm-2 s-1),USNO Vmag,SDSS Vmag
518,3FGL J0758.9+2705,SDSS J075846.99+270515.5,5BZGJ0758+2705,bll,119.696024,27.0874977,0.099,ISP,14.391,1,0,0,8.26,0.00000000046869553,2.1324,PowerLaw,2.13,54.251,0,15.9558,16.43
519,3FGL J0800.9+4401,B3 0757+441,5BZBJ0801+4401,bll,120.284484,44.01948774,0,LSP,13.46,0.99,0.84,0,8.23,0.00000000042721562,2.3781,PowerLaw,2.38,228.7809,0,20.043,19.14
520,3FGL J0802.0+1005,NVSS J080204+100639,5BZBJ0802+1006,bll,120.520339,10.1109939,0.84159,HSP,15.745,1,0,0,5.56,0.00000000031233185,2.1458,PowerLaw,2.15,6.6728,0,18.5868,16.78
521,3FGL J0803.3- 0339,TXS 0800-034,,bcu II,120.8003196,-3.600182806,0,HSP,15.7,1,0.81,0,14.48,0.00000000099713837,1.9963,PowerLaw,2,232.187,0,18.4626,0
522,3FGL J0804.4+0418,MG1 J080357+0420,,bcu II,120.9851852,4.350761014,0,LSP,12.875,0.93,0,0,4.69,0.00000000025473848,2.5663,PowerLaw,2.57,318.6829,0,18.6206,19.14
523,3FGL J0805.0- 0622,1RXS J080458.3- 062432,,bcu II,121.240512,-6.40739275,0,HSP,16.25,0,0,0.91,7.86,0.00000000053050025,1.895,PowerLaw,1.9,20.9715,7.61e- 12,17.8525,0
524,3FGL J0805.2- 0112,PKS B0802-010,,fsrq,121.303702,-1.187165383,1.388,LSP,12.377,1,0.91,0,10.35,0.0000000006249008,2.3398,PowerLaw,2.34,473.7816,0,18.1808,16.75
525,3FGL J0805.4+6144,TXS 0800+618,5BZQJ0805+6144,fsrq,121.3257482,61.73991683,3.033,LSP,12.766,1,0.93,0,18.27,0.00000000060187072,2.7484,PowerLaw,2.75,829.1299,0,19.6489,0
526,3FGL J0805.4+7534,RX J0805.4+7534,5BZBJ0805+7534,bll,121.3610288,75.57362254,0.121,HSP,15.4,1,0.89,0.95,26.65,0.0000000013967311,1.9177,PowerLaw,1.92,52.721,7.10e- 12,15.6328,0
527,3FGL J0806.6+5933,SBS 0802+596,5BZBJ0806+5931,bll,121.6081203,59.51858623,0,HSP,15.45,0.99,0,0.87,6.61,0.00000000029624364,1.8799,PowerLaw,1.88,61.0507,4.84e- 12,16.1342,0
528,3FGL J0807.1+7744,NVSS J080637+774607,,bcu II,121.6558594,77.76868791,0,LSP,12.527,0.98,0.83,0,7.73,0.00000000031569172,2.4361,PowerLaw,2.44,217.0468,0,20.48,0
529,3FGL J0807.1- 0541,PKS 0804-05,5BZBJ0807-0541,bll,121.7900732,-5.687198733,0,ISP,14.6,1,0.95,0,19.42,0.0000000015899809,2.0682,PowerLaw,2.07,545.4691,0,18.3784,0
530,3FGL J0807.9+4946,OJ 508,5BZQJ0808+4950,fsrq,122.1652762,49.84348066,1.434,LSP,12.526,0.94,0.89,0,6.07,0.00000000027505961,2.5719,PowerLaw,2.57,1115.0804,0,14.7382,14.29
531,3FGL J0807.9+4946,SDSS J080754.50+494627.6,,fsrq,121.9786,49.7744988,0.57531,LSP,13.207,0.93,0.83,0,6.07,0.00000000027505961,2.5719,PowerLaw,2.57,385.5197,0,19.8395,17.7
532,3FGL J0808.2- 0751,PKS 0805-07,5BZQJ0808-0751,fsrq,122.0647335,-7.852746267,1.837,LSP,13.533,1,0.99,0,73.84,0.000000009672716,1.9584,LogParabola,2.09,767,0,17.1496,17.06
533,3FGL J0809.5+4045,S4 0805+41,5BZQJ0808+4052,fsrq,122.2360502,40.87913579,1.418,LSP,12.793,0.93,0.8,0,5.37,0.00000000023800126,2.6499,PowerLaw,2.65,584.5585,0,17.2627,18.72
534,3FGL J0809.5+5342,87GB 080551.6+535010,5BZQJ0809+5341,fsrq,122.4238863,53.6903035,2.133,LSP,13.221,1,0.84,0,8.33,0.0000000004141017,2.4068,PowerLaw,2.41,140.9715,0,0,19.65
535,3FGL J0809.6+3456,B2 0806+35,5BZGJ0809+3455,bll,122.4120281,34.9270181,0.083,HSP,15.535,1,0.91,0.94,7.99,0.00000000032113423,1.669,PowerLaw,1.67,223.5246,9.88e- 12,12.0327,15.07
536,3FGL J0809.8+5218,1ES 0806+524,5BZBJ0809+5218,bll,122.4549445,52.31618069,0.138,HSP,15.856,1,0.95,0.98,56.16,0.000000004570714,1.8761,PowerLaw,1.88,182.9421,1.78e- 11,15.0062,14.93
537,3FGL J0811.2- 7529,PMN J0810-7530,5BZBJ0811-7530,bll,122.7633643,-75.50772835,0,ISP,14.9,1,0.9,0.87,30.78,0.0000000025058859,1.9478,PowerLaw,1.95,154.3,1.31e- 12,17.0801,0
538,3FGL J0811.3+0146,OJ 014,5BZBJ0811+0146,bll,122.8612805,1.781172261,1.148,LSP,13.227,1,0.96,0,28.75,0.0000000024603073,2.1585,PowerLaw,2.16,599.5013,0,17.8756,18.61
539,3FGL J0812.0+0237,PMN J0811+0237,,bll,123.006316,2.62569497,0,ISP,14.762,1,0.88,0.96,7.77,0.00000000037444553,1.7199,PowerLaw,1.72,123.4269,1.93e- 11,0,16.21
540,3FGL J0812.9+5555,NVSS J081251+555422,5BZBJ0812+5554,bll,123.21511,55.9063163,0.383,HSP,15.521,1,0,0,5.64,0.00000000026402575,2.111,PowerLaw,2.11,27.0102,0,18.3119,17.74
541,3FGL J0813.3+6509,GB6 J0812+6508,5BZBJ0812+6509,bcu II,123.171168,65.153072,0,HSP,16.25,0.96,0,0,4.44,0.00000000025603009,2.1966,PowerLaw,2.2,30.991,0,17.7951,17.13
542,3FGL J0814.1- 1012,NVSS J081411- 101208,5BZBJ0814-1012,bll,123.5487228,-10.20285809,0,ISP,14.71,1,0.83,0.94,15.35,0.0000000012790756,2.0714,PowerLaw,2.07,36.8656,6.96e- 12,16.6788,0
543,3FGL J0814.5+2943,EXO 0811.2+2949,5BZBJ0814+2940,bll,123.588492,29.6724438,1.08353,HSP,16.514,0.99,0,0,5.85,0.00000000027906585,1.9389,PowerLaw,1.94,28.8321,0,19.2074,17.9
544,3FGL J0814.7+6428,GB6 J0814+6431,5BZBJ0814+6431,bll,123.6632928,64.5227848,0.239,LSP,13.518,0.92,0,0,26.67,0.0000000017838511,2.2969,PowerLaw,2.3,88.7846,0,17.1386,0
545,3FGL J0816.4- 1311,PMN J0816-1311,5BZBJ0816-1311,bll,124.1133493,-13.19795131,0,HSP,16.1,1,0.91,0.97,26.48,0.0000000020329147,1.7768,PowerLaw,1.78,72.126,2.41e- 11,17.5562,0
546,3FGL J0816.5+2049,SDSS J081649.78+205106.4,5BZBJ0816+2051,bll,124.207419,20.85178686,0,ISP,14.82,0.99,0,0,4.4,0.00000000025242611,2.0312,PowerLaw,2.03,38.8192,0,17.3831,17.55
547,3FGL J0816.7+5739,SBS 0812+578,5BZBJ0816+5739,bll,124.0946978,57.65253812,0,HSP,15.08,0.96,0.81,0.87,19.97,0.0000000011758022,2.1128,PowerLaw,2.11,100.0655,3.68e- 12,17.0374,16.7
548,3FGL J0817.8- 0935,TXS 0815-094,5BZBJ0817-0933,bll,124.4572895,-9.558479772,0,ISP,14.05,1,0.93,0,17.49,0.0000000014174288,2.0436,PowerLaw,2.04,467.6526,0,18.1804,0
549,3FGL J0818.2+4223,S4 0814+42,5BZBJ0818+4222,bll,124.566665,42.37928189,0.53,LSP,12.985,1,0.97,0.86,67.44,0.0000000063282335,2.0061,LogParabola,2.11,1091.3367,7.85e- 13,18.405,17.39
550,3FGL J0818.8+2751,5C 07.119,5BZBJ0819+2747,bll,124.8285655,27.79185804,0,LSP,13.355,0.95,0,0,5.76,0.00000000029631012,2.4633,PowerLaw,2.46,234.4567,0,19.0745,18.18
551,3FGL J0820.4+3640,MG2 J082018+3640,5BZBJ0820+3640,bll,125.0841217,36.66790612,0,LSP,13.445,0.99,0,0,6.86,0.00000000037797016,2.2828,PowerLaw,2.28,94.3828,0,18.7898,18.25
552,3FGL J0820.9- 1258,PKS 0818-128,5BZBJ0820-1258,bll,125.239365,-12.98310256,0,ISP,14.72,1,0.94,0.83,4.11,0.00000000026950403,2.2719,PowerLaw,2.27,1096.6061,2.34e- 12,16.395,0
553,3FGL J0822.9+4041,B3 0819+408,5BZQJ0822+4041,fsrq,125.7398164,40.69715753,0.8655,LSP,13.346,1,0.89,0,7.91,0.00000000043391613,2.4888,PowerLaw,2.49,344.9743,0,19.4123,18.75
555,3FGL J0824.9+3916,4C +39.23,5BZQJ0824+3916,fsrq,126.2311827,39.27830667,1.216,LSP,12.846,1,0.95,0.85,9.17,0.00000000046582938,2.4449,PowerLaw,2.44,1481.396,3.04e- 12,17.4575,17.37
556,3FGL J0824.9+3916,4C +39.23B,,css,126.3486825,39.32937399,0,-,0,0,0.92,0,9.17,0.00000000046582938,2.4449,PowerLaw,2.44,1199.1982,0,0,0
557,3FGL J0824.9+5551,OJ 535,5BZQJ0824+5552,fsrq,126.1968182,55.87851925,1.417,LSP,12.943,1,0.95,0,15.23,0.00000000065972988,2.6063,PowerLaw,2.61,1449.9734,0,17.82,17.9
558,3FGL J0825.4- 0213,PMN J0825-0204,,bcu III,126.321208,-2.07853038,0,-,0,0.92,0,0,4.19,0.00000000027858646,2.4012,PowerLaw,2.4,106.175,0,0,0
559,3FGL J0826.0+0307,PKS 0823+033,5BZBJ0825+0309,bll,126.4597431,3.156811097,0.506,LSP,13.183,1,0.94,0.82,8.33,0.00000000052568955,2.0297,PowerLaw,2.03,1400.7393,3.39e- 12,15.4202,15.46
560,3FGL J0827.2- 0711,PMN J0827-0708,,bcu I,126.775443,-7.14626447,0.247,HSP,16.181,0.99,0.84,0.88,8.26,0.00000000049880916,2.0672,PowerLaw,2.07,174.1393,6.55e- 12,15.931,0
561,3FGL J0828.5+5217,TXS 0824+524,,fsrq,126.9737421,52.29952667,0.33762,LSP,13.691,0.96,0.8,0,4.17,0.00000000020667944,2.1311,PowerLaw,2.13,278.8811,0,18.9182,17.93
562,3FGL J0829.3+0901,TXS 0826+091,,fsrq,127.376329333,8.9725797,0.866,LSP,13.647,0,0.86,0,4.18,0.00000000023341262,1.9475,PowerLaw,1.95,334.5056,0,0,19.58
563,3FGL J0829.6- 1137,NVSS J082939- 114103,,bcu II,127.4132017,-11.68432741,0,ISP,14.16,0.99,0,0,5.7,0.00000000031627997,1.8896,PowerLaw,1.89,51.1875,0,18.3452,0
564,3FGL J0830.3- 5855,PMN J0829-5856,,bcu III,127.379875,-58.933528,0,-,0,0.97,0,0,9.25,0.00000000057533506,2.6083,PowerLaw,2.61,44.7,0,16.3926,0
565,3FGL J0830.7+2408,OJ 248,5BZQJ0830+2410,fsrq,127.7170258,24.18328341,0.939,LSP,12.818,1,0.92,0.84,21.3,0.000000001092615,2.6269,PowerLaw,2.63,739.2463,2.93e- 12,17.2102,16.93
566,3FGL J0831.9+0430,PKS 0829+046,5BZBJ0831+0429,bll,127.953654,4.4941905,0.174,LSP,13.71,0.99,0.94,0,42.28,0.0000000033881666,2.0969,LogParabola,2.24,1241.8719,0,14.6521,14.77
567,3FGL J0832.6+4914,OJ 448,5BZBJ0832+4913,bll,128.0967363,49.2225106,0,LSP,12.9,0.99,0.86,0,4.21,0.00000000020966126,2.3634,PowerLaw,2.36,344.5103,0,18.5182,18.35
568,3FGL J0834.1+4223,OJ 451,5BZQJ0833+4224,fsrq,128.4745224,42.40051414,0.24907,ISP,14.037,1,0.87,0,13.56,0.0000000006773338,2.4393,PowerLaw,2.44,249.2511,0,16.9051,16.3
569,3FGL J0834.7+4403,B3 0831+442,5BZBJ0834+4403,bll,128.7425001,44.06059467,0,LSP,13.84,0.99,0.84,0,6.12,0.00000000028974323,2.2174,PowerLaw,2.22,148.5808,0,19.4646,17.39
570,3FGL J0835.4+0930,GB6 J0835+0936,5BZBJ0835+0937,bll,128.9300501,9.621659967,0,ISP,14.345,0.93,0,0,4.96,0.00000000030156089,2.289,PowerLaw,2.29,81.0818,0,19.4652,17.68
571,3FGL J0836.3+2143,MG2 J083615+2138,,bcu II,129.0675703,21.65099454,0,LSP,12.585,0.98,0,0,4.74,0.00000000023818816,2.5657,PowerLaw,2.57,133.0043,0,20.0398,19.11
572,3FGL J0836.5- 2020,PKS 0834-20,5BZQJ0836-2016,fsrq,129.1633968,-20.28319559,2.752,LSP,12.444,1,0.93,0,7.89,0.00000000038211356,2.732,PowerLaw,2.73,1971.1295,1.31e- 12,18.9065,0
573,3FGL J0839.5+0102,PKS 0837+012,5BZQJ0839+0104,fsrq,129.9567126,1.074093464,1.123,LSP,12.791,0.96,0.87,0,8.93,0.00000000054438826,2.2376,PowerLaw,2.24,422.3336,0,18.6621,18.78
574,3FGL J0839.6+1803,TXS 0836+182,5BZBJ0839+1802,bll,129.8780057,18.04642848,0,ISP,14.223,1,0.9,0,6.27,0.00000000029542566,1.9043,PowerLaw,1.9,410.7126,0,18.0217,16.53
575,3FGL J0839.6+3538,FIRST J083943.3+354001,5BZBJ0839+3540,bll,129.9306801,35.66705446,0,LSP,13.81,1,0.81,0,8.36,0.00000000043659651,1.923,PowerLaw,1.92,76.4717,0,18.0844,18.15
576,3FGL J0840.8+1315,3C 207,5BZUJ0840+1312,ssrq,130.1982851,13.20654547,0.681,LSP,12.845,1,0.95,0,9.22,0.00000000051810006,2.4682,PowerLaw,2.47,2613.5566,1.03e- 12,18.2242,17.82
577,3FGL J0841.4+7053,S5 0836+71,5BZQJ0841+7053,fsrq,130.351522,70.89504806,2.218,LSP,12.948,1,0.98,0.95,34.53,0.0000000012578585,2.6162,LogParabola,2.84,3823.8213,1.07e- 11,16.7367,0
578,3FGL J0842.0- 6055,PMN J0842-6053,,bcu II,130.6106693,-60.89733439,0,LSP,13.355,0.99,0.93,0,13.98,0.0000000010799885,2.328,PowerLaw,2.33,775.9,0,19.7042,0
579,3FGL J0843.9+5311,NVSS J084411+531250,5BZBJ0844+5312,bll,131.0487452,53.21405128,0,ISP,14.28,0.99,0,0,8.7,0.00000000039233666,2.2398,PowerLaw,2.24,46.8683,0,18.7614,17.73
580,3FGL J0846.7- 0651,TXS 0845-068,5BZBJ0847-0703,bll,131.9864052,-7.054695347,0,LSP,13.53,0,0.9,0,5.99,0.00000000030205019,2.6027,PowerLaw,2.6,727,4.65e- 12,16.0604,0
581,3FGL J0846.9- 2336,PMN J0847-2337,5BZUJ0847-2337,bll,131.7565249,-23.61713131,0.059,HSP,15.625,1,0.9,0.91,15.61,0.0000000012005257,2.0268,PowerLaw,2.03,145.4304,3.48e- 12,11.1664,0
582,3FGL J0847.1+1134,RX J0847.1+1133,5BZBJ0847+1133,bll,131.803876,11.56393243,0.199,HSP,15.954,1,0.81,0.96,10.54,0.00000000050625343,1.7404,PowerLaw,1.74,33.3437,2.38e- 11,16.8052,16.83
583,3FGL J0849.1+6607,GB6 J0848+6605,5BZBJ0848+6606,bll,132.2275899,66.10263947,0,ISP,14.7,1,0,0,10.85,0.00000000054410537,2.0161,PowerLaw,2.02,47.7396,0,17.3376,0
584,3FGL J0849.3+0458,TXS 0846+051,5BZBJ0849+0455,bll,132.3856223,4.918846692,0,ISP,14.786,0.98,0,0,8.42,0.00000000052836813,1.9695,PowerLaw,1.97,183.9137,0,18.2655,17.2
585,3FGL J0849.9+5108,SBS 0846+513,5BZUJ0849+5108,nlsy1,132.4915702,51.14139554,0.584,LSP,13.558,1,0.93,0,32.36,0.000000001871105,2.2824,PowerLaw,2.28,266.8758,0,18.194,17.37
586,3FGL J0850.0+4855,GB6 J0850+4855,5BZBJ0850+4854,bll,132.5014641,48.91629759,0,LSP,13.304,1,0.9,0,34.5,0.0000000022036943,2.1829,PowerLaw,2.18,92.1841,0,19.189,17.71
587,3FGL J0850.2+3500,RX J0850.5+3455,5BZGJ0850+3455,bll,132.6508133,34.92299365,0.145,ISP,14.592,0.9,0,0,5.35,0.00000000024687521,1.9211,PowerLaw,1.92,35.5151,1.41e- 12,13.7779,15.43
588,3FGL J0850.2- 1214,PMN J0850-1213,5BZQJ0850-1213,fsrq,132.5401485,-12.22649338,0.566,LSP,13.401,1,0.94,0,40.36,0.0000000035253727,2.0756,LogParabola,2.21,323.7562,0,17.4719,0
589,3FGL J0851.8+5531,SDSS J085135.93+552834.5,5BZBJ0851+5528,bll,132.8997093,55.47622636,0,LSP,13.694,0.99,0,0,7.06,0.00000000033488654,2.3424,PowerLaw,2.34,108.9651,0,18.4005,17.58
590,3FGL J0854.2+4408,B3 0850+443,5BZBJ0854+4408,bll,133.5412021,44.14174535,0,ISP,14.972,1,0.81,0.87,4.33,0.00000000016051091,1.8095,PowerLaw,1.81,79.8664,3.47e- 12,18.4701,16.57
592,3FGL J0855.2- 0718,PKS 0852-07,,bcu II,133.7894236,-7.250787881,0,ISP,14.156,0.97,0.91,0,5.59,0.00000000029108033,2.565,PowerLaw,2.57,1157.309,0,19.7804,0
593,3FGL J0856.5+2057,TXS 0853+211,5BZBJ0856+2057,bll,134.1655851,20.96205588,0.18,ISP,14.552,1,0.88,0,8.26,0.00000000060801775,2.1859,PowerLaw,2.19,205.6008,0,18.9296,17.59
594,3FGL J0856.7- 1105,PMN J0856-1105,5BZBJ0856-1105,bll,134.174184,-11.08734177,0,LSP,13.64,1,0.96,0.87,30.8,0.0000000025304738,2.0504,PowerLaw,2.05,475.6024,7.47e- 13,17.2683,0
595,3FGL J0858.1- 1951,PKS 0855-19,5BZQJ0858-1950,bcu II,134.5223468,-19.84359308,0,LSP,13.502,1,0.95,0.81,10.26,0.00000000072480283,2.4627,PowerLaw,2.46,1226.4327,1.47e- 12,18.7968,0
596,3FGL J0859.1+6219,1RXS J085930.5+621737,5BZBJ0859+6217,bll,134.877963,62.2918011,0,ISP,14.975,0.99,0,0,5.95,0.00000000027129474,2.4324,PowerLaw,2.43,22.2153,1.57e- 12,19.4063,18.66
597,3FGL J0902.4+2050,NVSS J090226+205045,5BZBJ0902+2050,bll,135.6121322,20.84622113,0,ISP,14.1,1,0.87,0,18.29,0.0000000012334109,2.1018,PowerLaw,2.1,59.33,0,17.1621,15.87
598,3FGL J0903.1+4649,S4 0859+47,5BZQJ0903+4651,fsrq,135.7666254,46.85114927,1.462,LSP,12.775,1,0.94,0,7.75,0.0000000002936961,2.6145,PowerLaw,2.61,1755.4136,4.37e- 13,18.6558,18.76
599,3FGL J0904.3+4240,S4 0900+42,,bcu II,136.0651187,42.63465692,0,LSP,12.572,0.98,0.94,0,7.89,0.00000000036770736,2.476,PowerLaw,2.48,1247.9727,0,0,20.03
600,3FGL J0904.9+2739,GB6 J0905+2748A,,fsrq,136.2668784,27.80492193,1.4875,LSP,13.068,0.81,0,0,4.58,0.00000000018961371,2.694,PowerLaw,2.69,180.5998,0,19.41,19.43
601,3FGL J0905.5+1358,MG1 J090534+1358,5BZBJ0905+1358,bll,136.3957937,13.96842452,0,HSP,15.15,1,0.91,0,16.65,0.0000000010527488,1.8387,PowerLaw,1.84,129.4415,0,17.0575,15.91
602,3FGL J0906.3- 0906,PMN J0906-0905,5BZBJ0906-0905,bll,136.5752303,-9.095812994,0,LSP,13.6,1,0.86,0,12.85,0.00000000081397844,2.0055,PowerLaw,2.01,73.8782,0,18.8031,0
603,3FGL J0909.0+2310,RX J0908.9+2311,5BZBJ0909+2311,bll,137.2526061,23.18693802,0.223,HSP,15.419,1,0,0.8,10.14,0.00000000057362753,1.7227,PowerLaw,1.72,47.353,1.03e- 12,17.82,0
604,3FGL J0909.1+0121,PKS 0906+01,5BZQJ0909+0121,fsrq,137.2920483,1.359893808,1.024,LSP,13.727,1,0.96,0.9,34.06,0.0000000038028904,2.4579,LogParabola,2.41,760.3021,1.48e- 12,16.9423,17.33
605,3FGL J0909.6+0157,PKS 0907+022,5BZBJ0909+0200,bll,137.4160331,2.001462928,0,LSP,13.68,1,0.85,0,9.62,0.00000000091134833,2.5411,PowerLaw,2.54,157.2723,0,18.6866,18.13
606,3FGL J0909.8- 0229,PKS 0907-023,5BZQJ0909-0231,fsrq,137.4371834,-2.525099181,0.957,LSP,13.903,1,0.94,0,26.35,0.0000000018355516,2.1013,LogParabola,2.32,625.4313,0,17.4344,16.91
607,3FGL J0910.5+3329,Ton 1015,5BZBJ0910+3329,bll,137.6543136,33.49011689,0,HSP,15.056,1,0.91,0,17.41,0.0000000012280007,1.9842,PowerLaw,1.98,105.7205,2.26e- 12,15.9785,15.64
608,3FGL J0910.7+3858,FBQS J091052.0+390202,5BZBJ0910+3902,bll,137.716114,39.0324885,0.1987,LSP,13.791,0.98,0,0,4.63,0.00000000018129408,1.8821,PowerLaw,1.88,10.4942,0,17.755,17.12
609,3FGL J0910.9+2248,TXS 0907+230,5BZQJ0910+2248,fsrq,137.6755546,22.80988363,2.661,LSP,13.514,0.99,0,0,8.81,0.00000000066293726,2.3482,PowerLaw,2.35,108.8488,0,18.5166,19.09
610,3FGL J0911.8+3351,B2 0909+34,,fsrq,138.028655,33.8086103,1.877,ISP,14.139,0,0.84,0,5.61,0.00000000036937067,2.1001,PowerLaw,2.1,257.9222,0,18.2836,18.3
611,3FGL J0911.8+3351,MG2 J091151+3349,5BZBJ0911+3349,bll,137.9490061,33.82133177,0.456,LSP,13.857,1,0.9,0,5.61,0.00000000036937067,2.1001,PowerLaw,2.1,380.84,0,18.5596,17.98
612,3FGL J0912.2+4126,B3 0908+416B,5BZQJ0912+4126,fsrq,138.0483927,41.43593225,2.563,LSP,13.834,0.98,0.86,0,6.43,0.00000000027780545,2.6019,PowerLaw,2.6,346.2084,0,0,19.96
613,3FGL J0912.4+2800,1RXS J091211.9+275955,5BZBJ0912+2759,bll,138.0467137,27.99107626,0,HSP,15.68,0.99,0,0,5.57,0.00000000019911656,1.5402,PowerLaw,1.54,4.365,1.20e- 12,18.6855,0
614,3FGL J0912.6- 2757,PMN J0912-2752,,bcu II,138.1316124,-27.8714502,0,HSP,15.056,0.97,0,0,6.08,0.00000000033583494,2.6972,PowerLaw,2.7,256.9758,0,0,0
615,3FGL J0912.7+1556,SDSS J091230.61+155528.0,5BZGJ0912+1555,bll,138.1275388,15.92444694,0.212,HSP,15.664,0.99,0,0.88,5.45,0.00000000016219616,1.3507,PowerLaw,1.35,29.618,7.69e- 12,15.4686,13.65
616,3FGL J0912.9- 2104,MRC 0910-208,5BZBJ0913-2103,bll,138.2509279,-21.05584744,0.198,HSP,16.502,1,0.93,0.97,14.41,0.0000000010198734,1.9414,PowerLaw,1.94,329.4553,4.02e- 11,15.4047,0
617,3FGL J0915.0+5844,SDSS J091608.57+584434.0,,bcu II,139.035387,58.745519,0,LSP,13.92,0,0.86,0,4.18,0.0000000001792388,2.4817,PowerLaw,2.48,752.946,0,19.7846,18
618,3FGL J0915.8+2933,Ton 0396,5BZBJ0915+2933,bll,138.9683402,29.55667852,0,HSP,15.592,1,0.95,0.96,30.02,0.0000000020043374,1.879,PowerLaw,1.88,342.1185,1.21e- 11,15.6043,15.48
619,3FGL J0916.3+3857,S4 0913+39,5BZQJ0916+3854,fsrq,139.2037692,38.90781852,1.267,LSP,13.857,0.99,0.9,0,4.98,0.00000000025866448,2.3562,PowerLaw,2.36,1005.4889,3.38e- 13,19.0778,18.32
620,3FGL J0917.3- 0344,NVSS J091714- 034315,,bcu II,139.310778,-3.7209536,0,HSP,15.6,0,0,0.84,5.51,0.0000000002710194,1.7637,PowerLaw,1.76,32.2131,2.99e- 12,17.2483,0
621,3FGL J0920.9+4442,S4 0917+44,5BZQJ0920+4441,fsrq,140.243577,44.69832917,2.19,LSP,13.544,1,0.97,0.92,82.11,0.0000000057838356,2.1347,LogParabola,2.29,1017.7518,1.83e- 12,16.8164,17.42
622,3FGL J0921.0- 2258,NVSS J092057- 225721,,bcu II,140.239144,-22.9559117,0,HSP,15.437,0,0,0.9,4.1,0.00000000014242826,1.5532,PowerLaw,1.55,14.3819,8.24e- 12,18.5259,0
623,3FGL J0921.8+6215,OK 630,5BZQJ0921+6215,fsrq,140.4009628,62.26449453,1.446,LSP,13.253,1,0.95,0,25.84,0.0000000011441448,2.4485,PowerLaw,2.45,946.2728,0,19.142,18.25
624,3FGL J0922.4- 0529,TXS 0919-052,5BZQJ0922-0529,fsrq,140.598637,-5.485328831,0.974,ISP,14.222,1,0.92,0,9.63,0.00000000061696415,2.1685,PowerLaw,2.17,490.6341,0,15.0418,0
625,3FGL J0923.1+3853,B2 0920+39,,bcu II,140.8102206,38.82775279,0,LSP,12.585,0.98,0.84,0,7.92,0.00000000029429656,2.752,PowerLaw,2.75,375.4117,0,0,0
626,3FGL J0923.3+4127,B3 0920+416,5BZUJ0923+4125,fsrq,140.8804373,41.42428864,1.732,LSP,13.044,0.99,0.85,0,14.59,0.00000000080089413,2.2545,PowerLaw,2.25,199.8469,0,0,19.35
627,3FGL J0924.0+2816,B2 0920+28,5BZQJ0923+2815,fsrq,140.9646808,28.25695044,0.744,LSP,12.73,1,0.86,0,9.26,0.00000000036336892,2.6345,PowerLaw,2.63,272.9502,0,18.6382,18.8
629,3FGL J0925.6+5959,NVSS J092542+595812,5BZBJ0925+5958,bll,141.427818,59.9699553,0,HSP,15.584,1,0,0,5.99,0.00000000019022779,1.6527,PowerLaw,1.65,10.135,1.13e- 12,19.9008,18.76
630,3FGL J0925.7+3129,B2 0922+31B,5BZBJ0925+3127,bll,141.4318761,31.45300089,0,LSP,13.265,1,0.88,0,4.23,0.0000000001866097,1.9976,PowerLaw,2,383.2945,0,18.6397,17.96
631,3FGL J0926.3+5409,NVSS J092638+541126,5BZBJ0926+5411,bll,141.662393,54.1905152,0.841,ISP,14.77,0.98,0,0,5.25,0.00000000023056715,2.0692,PowerLaw,2.07,38.2144,0,19.3255,18.78
632,3FGL J0927.9- 2037,PKS 0925-203,5BZQJ0927-2034,fsrq,141.9659347,-20.58089794,0.348,LSP,13.245,1,0.92,0.86,9.45,0.00000000057031668,2.3838,PowerLaw,2.38,843.0514,5.09e- 12,16.151,0
633,3FGL J0928.5+4048,1RXS J092837.8+404858,5BZBJ0928+4048,bll,142.15567,40.8120009,0,HSP,15.499,1,0,0,5.69,0.00000000022252429,1.8425,PowerLaw,1.84,7.1161,5.34e- 13,18.6554,18.05
634,3FGL J0928.7+7300,4C +73.07,,bcu II,142.250173,72.9528519,0,LSP,13.138,0,0.86,0,4.83,0.00000000011473256,2.9163,PowerLaw,2.92,479.0371,0,0,0
635,3FGL J0928.7+7300,GB6 J0929+7304,,bcu II,142.4256693,73.06792368,0,LSP,13.738,0.97,0,0,4.83,0.00000000011473256,2.9163,PowerLaw,2.92,146.3833,0,19.2338,0
636,3FGL J0928.9- 3530,NVSS J092849- 352947,,bcu II,142.2076223,-35.49690278,0,LSP,13.775,1,0,0,9.97,0.00000000064074912,2.5304,PowerLaw,2.53,23.5913,0,18.7671,0
637,3FGL J0929.4+5013,GB6 J0929+5013,5BZBJ0929+5013,bll,142.3143342,50.22666378,0,ISP,14.136,1,0.94,0.82,14.01,0.0000000010267646,2.1641,PowerLaw,2.16,522.5684,9.42e- 13,16.3618,16.01
638,3FGL J0930.0+4951,1ES 0927+500,5BZBJ0930+4950,bll,142.657411,49.8406415,0.187,HSP,15.29,0.98,0,0.92,5.14,0.00000000018292202,1.4469,PowerLaw,1.45,21.5622,2.69e- 11,17.1539,17.08
639,3FGL J0930.2+8612,S5 0916+864,5BZBJ0929+8612,bll,142.4294077,86.20591082,0,LSP,13.168,1,0.91,0,21.07,0.0000000012706518,2.1837,PowerLaw,2.18,142.7944,3.30e- 13,18.5766,0
